Timestamp;Temperature;Relative Humidity;Atmospheric Pressure (red.);Atmospheric Pressure (Station Level);Precipitation
1426875301.0;7.4;51;1022.2;996.7;0.0
1426878902.0;6.6;60;1022.2;996.7;0.0
1426882502.0;4.4;69;1022.0;996.3;0.0
1426886102.0;3.8;73;1021.8;996.0;0.0
1426889701.0;2.8;77;1021.0;995.2;0.0
1426893302.0;2.1;79;1020.5;994.6;0.0
1426896902.0;1.4;81;1020.3;994.3;0.0
1426900502.0;0.8;83;1019.6;993.6;0.0
1426904102.0;0.4;85;1019.2;993.2;0.0
1426907702.0;-0.3;87;1018.8;992.7;0.0
1426911302.0;-0.6;89;1018.6;992.5;0.0
1426914902.0;-0.9;90;1018.4;992.3;0.0
1426918502.0;0.5;86;1018.1;992.1;0.0
1426922102.0;3.4;75;1018.0;992.3;0.0
1426925701.0;5.1;67;1017.9;992.3;0.0
1426929301.0;7.7;59;1017.0;991.7;0.0
1426932901.0;9.1;56;1016.1;991.0;0.0
1426936502.0;11.0;50;1015.4;990.4;0.0
1426940101.0;12.4;45;1014.2;989.4;0.0
1426943701.0;13.6;40;1013.1;988.4;0.0
1426947302.0;14.7;38;1012.5;987.9;0.0
1426950902.0;14.8;41;1012.0;987.4;0.0
1426954502.0;14.4;39;1011.8;987.2;0.0
1426958102.0;12.9;45;1012.0;987.3;0.0
1426961701.0;11.0;53;1012.3;987.4;0.0
1426965301.0;10.1;56;1012.6;987.6;0.0
1426968902.0;10.2;56;1012.8;987.8;0.0
1426972502.0;9.4;61;1013.0;988.0;0.0
1426976101.0;9.3;62;1012.7;987.7;0.0
1426979701.0;8.9;65;1013.2;988.1;0.0
1426983302.0;9.1;61;1013.4;988.3;0.0
1426986901.0;10.5;52;1013.5;988.5;0.0
1426990502.0;9.8;54;1014.2;989.2;0.0
1426994102.0;8.5;64;1015.3;990.1;0.0
1426997702.0;8.2;60;1016.0;990.8;0.0
1427001301.0;7.8;64;1017.2;991.9;0.0
1427004901.0;7.7;65;1018.3;993.0;0.0
1427008502.0;7.5;67;1019.4;994.0;0.0
1427012101.0;7.6;67;1020.2;994.8;0.0
1427015701.0;7.6;66;1020.8;995.4;0.0
1427019301.0;8.3;67;1020.9;995.6;0.0
1427022902.0;8.5;62;1021.1;995.8;0.0
1427026502.0;8.8;58;1021.0;995.7;0.0
1427030102.0;9.0;58;1020.8;995.5;0.0
1427033702.0;8.9;56;1021.1;995.8;0.0
1427037302.0;7.9;60;1021.3;995.9;0.0
1427040902.0;7.3;60;1021.6;996.2;0.0
1427044501.0;6.1;63;1022.5;996.9;0.0
1427048102.0;5.1;64;1022.9;997.2;0.0
1427051701.0;4.2;66;1023.9;998.1;0.0
1427055301.0;3.3;68;1024.2;998.3;0.0
1427058902.0;2.4;70;1024.3;998.3;0.0
1427062501.0;1.4;73;1024.3;998.2;0.0
1427066101.0;1.0;73;1024.1;998.0;0.0
1427069701.0;0.7;73;1023.8;997.7;0.0
1427073301.0;0.1;74;1023.4;997.2;0.0
1427076902.0;-0.4;76;1023.0;996.8;0.0
1427080502.0;-0.5;75;1022.8;996.6;0.0
1427084101.0;-0.9;78;1022.4;996.2;0.0
1427087702.0;-1.0;79;1022.4;996.2;0.0
1427091301.0;-0.1;76;1022.7;996.5;0.0
1427094901.0;1.7;66;1022.3;996.3;0.0
1427098502.0;3.0;64;1021.9;996.0;0.0
1427102102.0;4.9;59;1021.6;995.9;0.0
1427105701.0;5.8;52;1021.0;995.4;0.0
1427109301.0;7.6;45;1020.1;994.7;0.0
1427112902.0;8.2;44;1019.0;993.7;0.0
1427116502.0;9.3;47;1018.2;993.0;0.0
1427120101.0;11.1;47;1017.2;992.2;0.0
1427123702.0;10.4;48;1016.5;991.5;0.0
1427127301.0;9.9;52;1015.9;990.8;0.0
1427130901.0;9.3;56;1015.5;990.4;0.0
1427134502.0;8.7;60;1015.2;990.0;0.0
1427138101.0;7.1;67;1015.4;990.1;0.0
1427141702.0;8.1;64;1015.1;989.9;0.0
1427145301.0;7.9;63;1014.6;989.4;0.0
1427148901.0;7.4;65;1014.1;988.9;0.0
1427152501.0;6.9;66;1013.8;988.5;0.0
1427156101.0;6.8;66;1013.5;988.2;0.0
1427159701.0;6.5;67;1013.1;987.8;0.0
1427163302.0;6.2;67;1012.5;987.2;0.0
1427166901.0;6.0;69;1012.4;987.1;0.0
1427170502.0;5.0;73;1012.3;986.9;0.0
1427174102.0;5.1;73;1012.3;986.9;0.0
1427177701.0;5.4;74;1012.6;987.2;0.0
1427181302.0;7.6;66;1012.4;987.2;0.0
1427184903.0;9.0;62;1012.3;987.2;0.0
1427188501.0;12.2;56;1012.0;987.2;0.0
1427192102.0;13.3;49;1011.5;986.8;0.0
1427195702.0;14.5;46;1011.0;986.5;0.0
1427199302.0;15.7;45;1010.3;985.9;0.0
1427202902.0;16.1;43;1009.9;985.5;0.0
1427206501.0;16.0;43;1009.5;985.1;0.0
1427210102.0;15.9;44;1009.3;984.9;0.0
1427213702.0;14.4;51;1009.4;984.9;0.0
1427217301.0;13.3;56;1009.2;984.6;0.0
1427220902.0;12.1;60;1009.6;984.9;0.0
1427224502.0;11.3;62;1009.9;985.1;0.0
1427228101.0;10.5;64;1009.9;985.0;0.0
1427231702.0;9.8;67;1010.1;985.2;0.0
1427235302.0;7.8;76;1010.5;985.4;0.0
1427238902.0;6.9;80;1010.2;985.0;0.0
1427242502.0;6.1;84;1009.8;984.6;0.0
1427246103.0;5.7;86;1010.0;984.7;0.0
1427249702.0;5.3;87;1009.7;984.4;0.0
1427253301.0;4.6;90;1009.5;984.1;0.0
1427256902.0;4.7;90;1009.5;984.1;0.0
1427260502.0;4.5;90;1009.5;984.1;0.0
1427264102.0;5.6;86;1009.7;984.4;0.0
1427267701.0;8.0;77;1009.8;984.7;0.0
1427271302.0;10.4;68;1009.2;984.4;0.0
1427274901.0;13.3;56;1009.2;984.6;0.0
1427278503.0;14.3;52;1008.5;984.0;0.0
1427282101.0;15.4;51;1008.1;983.7;0.0
1427285702.0;15.7;48;1007.8;983.4;0.0
1427289301.0;15.8;49;1007.2;982.9;0.0
1427292902.0;15.5;52;1006.9;982.6;0.0
1427296502.0;15.0;53;1006.5;982.1;0.0
1427300101.0;14.5;56;1006.2;981.8;0.0
1427303701.0;14.0;58;1006.4;981.9;0.0
1427307301.0;13.9;60;1006.6;982.1;0.0
1427310902.0;13.3;64;1006.8;982.3;0.0
1427314502.0;12.5;69;1007.0;982.4;0.0
1427318101.0;10.8;84;1007.1;982.4;0.3
1427321701.0;10.3;85;1006.9;982.1;0.3
1427325301.0;10.3;82;1006.7;981.9;0.0
1427328901.0;10.4;80;1006.5;981.7;0.0
1427332501.0;10.3;82;1006.3;981.5;0.0
1427336102.0;9.9;83;1006.4;981.6;0.0
1427339702.0;9.4;84;1006.7;981.8;0.0
1427343302.0;9.3;83;1006.7;981.8;0.0
1427346901.0;9.2;83;1007.3;982.4;0.0
1427350501.0;9.4;83;1007.4;982.5;0.0
1427354102.0;9.7;87;1007.4;982.6;0.1
1427357702.0;10.5;86;1007.8;983.0;0.2
1427361302.0;10.6;87;1008.4;983.6;0.7
1427364901.0;11.2;87;1008.4;983.7;0.1
1427368501.0;12.1;82;1008.1;983.5;0.1
1427372102.0;12.6;82;1008.1;983.5;0.0
1427375701.0;13.7;75;1007.4;982.9;0.0
1427379302.0;15.1;69;1006.9;982.5;0.0
1427382901.0;15.3;69;1006.5;982.2;0.0
1427386502.0;15.0;71;1006.0;981.7;0.0
1427390101.0;13.9;78;1006.3;981.9;0.0
1427393702.0;12.8;72;1007.0;982.4;0.0
1427397302.0;11.6;70;1007.3;982.6;0.0
1427400901.0;11.2;70;1007.6;982.9;0.0
1427404502.0;10.5;72;1008.0;983.2;0.0
1427408101.0;10.4;72;1008.1;983.3;0.0
1427411701.0;9.8;75;1008.3;983.4;0.0
1427415302.0;9.4;74;1008.4;983.5;0.0
1427418902.0;8.8;72;1008.8;983.8;0.0
1427422501.0;8.0;80;1009.5;984.4;0.0
1427426101.0;7.0;88;1009.9;984.7;0.8
1427429701.0;6.8;87;1010.6;985.4;0.2
1427433301.0;6.7;88;1011.3;986.1;0.6
1427436901.0;6.5;89;1012.3;987.0;0.6
1427440501.0;6.0;83;1012.9;987.6;0.2
1427444101.0;6.4;82;1013.5;988.2;0.2
1427447702.0;7.9;80;1013.9;988.7;0.1
1427451301.0;8.5;76;1013.9;988.8;0.0
1427454902.0;9.1;70;1014.0;988.9;0.0
1427458502.0;9.7;62;1014.4;989.4;0.0
1427462102.0;10.3;57;1014.4;989.4;0.0
1427465702.0;9.7;67;1014.4;989.4;0.0
1427469301.0;9.7;65;1014.4;989.4;0.0
1427472901.0;10.1;64;1014.9;989.9;0.0
1427476502.0;9.3;68;1015.7;990.6;0.0
1427480101.0;9.2;61;1016.6;991.5;0.0
1427483702.0;8.7;57;1017.6;992.4;0.0
1427487302.0;8.6;55;1018.2;993.0;0.0
1427490902.0;8.0;63;1018.6;993.3;0.0
1427494501.0;8.1;61;1018.8;993.5;0.0
1427498101.0;8.0;59;1019.2;993.9;0.0
1427501702.0;7.4;61;1019.5;994.1;0.0
1427505302.0;6.9;65;1019.7;994.3;0.0
1427508901.0;7.2;63;1019.7;994.3;0.0
1427512502.0;7.3;63;1019.7;994.3;0.0
1427516102.0;7.3;63;1019.8;994.4;0.0
1427519702.0;7.3;62;1020.0;994.6;0.0
1427523302.0;7.4;62;1020.4;995.0;0.0
1427526902.0;7.6;62;1020.3;994.9;0.0
1427530502.0;8.3;60;1020.5;995.2;0.0
1427534102.0;8.9;58;1020.2;994.9;0.0
1427537702.0;9.1;52;1020.2;994.9;0.0
1427541302.0;9.4;52;1019.7;994.5;0.0
1427544902.0;9.8;47;1019.1;993.9;0.0
1427548501.0;10.3;44;1018.5;993.4;0.0
1427552101.0;9.6;44;1018.2;993.0;0.0
1427555701.0;9.2;46;1018.1;992.9;0.0
1427559301.0;9.4;46;1017.9;992.7;0.0
1427562902.0;8.6;48;1017.9;992.7;0.0
1427566501.0;6.7;56;1018.1;992.7;0.0
1427570102.0;6.7;56;1018.1;992.7;0.0
1427573702.0;6.1;59;1017.9;992.4;0.0
1427577302.0;6.2;58;1017.3;991.9;0.0
1427580902.0;5.2;63;1016.8;991.3;0.0
1427667302.0;11.6;66;1001.6;977.1;0.0
1427670902.0;13.2;60;1000.7;976.3;0.0
1427674502.0;13.2;60;999.9;975.5;0.0
1427678101.0;13.1;60;999.0;974.6;0.0
1427681702.0;12.8;58;998.3;973.9;0.0
1427685301.0;13.2;53;997.5;973.2;0.0
1427688902.0;12.9;58;997.2;972.9;0.0
1427692502.0;12.3;64;998.2;973.8;0.0
1427696101.0;7.9;80;1000.5;975.7;1.1
1427699701.0;7.4;89;1000.4;975.5;0.7
1427703301.0;8.4;89;999.8;975.0;0.8
1427706902.0;9.7;78;999.1;974.5;0.5
1427710502.0;9.0;85;999.7;975.0;1.4
1427714102.0;9.4;84;1000.4;975.7;0.9
1427717702.0;9.0;65;1000.9;976.1;0.2
1427721302.0;11.8;49;1000.2;975.7;0.0
1427724902.0;11.3;56;1001.2;976.6;0.0
1427728502.0;10.3;54;1002.6;977.9;0.0
1427732101.0;5.0;82;1004.7;979.5;2.8
1427735701.0;6.2;78;1005.4;980.3;0.0
1427739301.0;5.6;87;1007.3;982.1;0.5
1427742902.0;5.6;81;1009.0;983.7;0.0
1427746502.0;6.5;72;1009.8;984.6;0.0
1427750101.0;6.0;74;1010.7;985.4;0.1
1427753701.0;6.0;70;1011.0;985.7;0.0
1427757301.0;5.3;69;1012.1;986.7;0.0
1427760902.0;4.7;69;1012.5;987.0;0.0
1427764502.0;5.1;68;1012.3;986.9;0.0
1427768102.0;5.3;67;1011.3;985.9;0.0
1427771702.0;5.7;60;1010.2;984.9;0.0
1427775301.0;5.8;64;1008.6;983.3;0.0
1427778901.0;5.7;70;1008.1;982.9;0.0
1427782501.0;4.7;82;1006.5;981.2;0.6
1427786101.0;4.4;87;1004.5;979.2;2.0
1427789701.0;4.9;88;1001.4;976.3;0.1
1427793302.0;6.0;86;1000.2;975.2;0.2
1427796901.0;8.4;74;998.9;974.1;0.0
1427800502.0;11.6;64;997.4;973.0;0.0
1427804101.0;15.9;53;996.3;972.2;0.0
1427807701.0;14.3;64;996.4;972.2;0.0
1427811302.0;15.2;54;996.3;972.2;0.0
1427814902.0;14.6;52;997.0;972.8;0.5
1427818502.0;13.0;61;997.8;973.5;0.1
1427822102.0;11.1;73;1000.4;975.8;0.6
1427825702.0;9.8;82;1002.4;977.7;1.0
1427829302.0;9.1;70;1003.5;978.7;0.3
1427832902.0;9.3;59;1004.9;980.1;0.0
1427836502.0;9.1;59;1005.7;980.8;0.0
1427840101.0;8.7;57;1006.5;981.6;0.0
1427843702.0;8.3;58;1006.6;981.6;0.0
1427847301.0;7.9;60;1006.3;981.3;0.0
1427850902.0;7.9;62;1006.2;981.2;0.0
1427854502.0;5.7;70;1007.9;982.7;0.1
1427858102.0;2.8;92;1008.0;982.5;2.5
1427861702.0;3.9;88;1008.1;982.7;0.0
1427865302.0;4.5;74;1008.7;983.3;0.0
1427868902.0;4.6;70;1009.7;984.3;0.0
1427872501.0;2.0;89;1011.4;985.7;2.3
1427876101.0;4.1;84;1011.7;986.2;0.0
1427879701.0;5.0;73;1012.0;986.6;0.0
1427883302.0;6.1;68;1012.2;986.9;0.0
1427886901.0;6.5;61;1012.3;987.0;0.0
1427890502.0;5.5;70;1012.4;987.0;0.0
1427894101.0;7.5;54;1012.0;986.8;0.0
1427897701.0;6.8;64;1012.2;986.9;0.0
1427901302.0;6.4;64;1012.5;987.2;0.0
1427904902.0;5.4;73;1013.4;988.0;0.0
1427908502.0;5.7;54;1013.9;988.5;0.0
1427912101.0;5.1;60;1014.8;989.3;0.0
1427915701.0;4.8;63;1015.1;989.6;0.0
1427919301.0;4.4;68;1015.3;989.7;0.0
1427922901.0;4.5;66;1015.0;989.5;0.0
1427926502.0;4.0;72;1015.8;990.2;0.0
1427930102.0;3.8;73;1016.0;990.4;0.0
1427933701.0;3.7;74;1016.4;990.8;0.0
1427937304.0;3.0;78;1016.2;990.5;0.0
1427940902.0;3.0;76;1016.0;990.3;0.0
1427944503.0;2.8;76;1015.7;990.0;0.0
1427948101.0;2.9;75;1014.9;989.2;0.0
1427951702.0;3.8;73;1013.8;988.2;0.0
1427955302.0;4.9;71;1012.6;987.2;0.0
1427958901.0;5.8;65;1012.0;986.7;0.0
1427962501.0;5.9;67;1011.3;986.0;0.0
1427966101.0;7.2;63;1009.9;984.7;0.0
1427969702.0;7.8;59;1008.5;983.4;0.0
1427973301.0;8.0;59;1007.3;982.3;0.0
1427980501.0;6.7;75;1005.5;980.4;0.0
1427984102.0;7.8;69;1004.7;979.7;0.0
1427987701.0;2.8;88;1007.7;982.2;2.2
1427991301.0;3.9;81;1008.9;983.5;0.1
1427994901.0;4.1;66;1011.1;985.6;0.0
1427998502.0;3.7;72;1012.1;986.6;0.0
1428002101.0;3.8;71;1013.2;987.6;0.0
1428005702.0;3.6;72;1014.4;988.8;0.0
1428009302.0;3.5;67;1014.6;989.0;0.0
1428012901.0;3.9;64;1015.5;989.9;0.0
1428016501.0;3.0;67;1016.0;990.3;0.0
1428020101.0;2.8;64;1016.5;990.8;0.0
1428023701.0;2.8;65;1017.4;991.6;0.0
1428027302.0;2.6;64;1018.1;992.3;0.0
1428030902.0;2.5;66;1018.6;992.8;0.0
1428034502.0;2.4;66;1018.7;992.9;0.0
1428038102.0;2.3;70;1019.4;993.5;0.0
1428041702.0;3.0;66;1019.9;994.1;0.0
1428045302.0;5.0;59;1020.0;994.4;0.0
1428048902.0;5.8;58;1020.2;994.6;0.0
1428052502.0;7.2;54;1020.4;995.0;0.0
1428056101.0;7.8;51;1020.2;994.8;0.0
1428059701.0;9.0;42;1019.6;994.3;0.0
1428063302.0;9.1;45;1019.0;993.8;0.0
1428066902.0;10.2;36;1018.1;993.0;0.0
1428070502.0;9.7;39;1017.5;992.4;0.0
1428074101.0;9.3;38;1017.0;991.8;0.0
1428077702.0;8.6;41;1016.9;991.7;0.0
1428081302.0;8.2;42;1017.1;991.8;0.0
1428084901.0;7.7;44;1017.6;992.3;0.0
1428088501.0;6.3;48;1018.0;992.5;0.0
1428092101.0;5.0;54;1018.0;992.4;0.0
1428095702.0;4.7;57;1017.8;992.2;0.0
1428099302.0;4.0;60;1017.8;992.1;0.0
1428102901.0;4.0;59;1017.3;991.7;0.0
1428106501.0;3.9;64;1016.9;991.3;0.0
1428110102.0;3.3;67;1016.4;990.7;0.0
1428113701.0;2.3;73;1016.1;990.3;0.0
1428117302.0;1.6;74;1015.8;990.0;0.0
1428120902.0;0.8;74;1015.6;989.7;0.0
1428124501.0;1.2;76;1015.5;989.6;0.0
1428128101.0;4.5;60;1015.0;989.5;0.0
1428131701.0;6.8;46;1014.7;989.4;0.0
1428135302.0;7.3;48;1014.5;989.2;0.0
1428138902.0;8.2;42;1014.4;989.2;0.0
1428142502.0;8.3;40;1014.1;988.9;0.0
1428146102.0;8.2;40;1013.6;988.4;0.0
1428149702.0;8.7;40;1013.1;988.0;0.0
1428153302.0;10.8;33;1012.3;987.4;0.0
1428156901.0;9.6;35;1012.1;987.1;0.0
1428160502.0;9.3;38;1012.1;987.1;0.0
1428164101.0;8.6;38;1012.4;987.3;0.0
1428167702.0;7.9;38;1012.8;987.6;0.0
1428171301.0;6.8;40;1013.3;988.0;0.0
1428174902.0;6.2;43;1013.8;988.4;0.0
1428178502.0;6.1;41;1013.9;988.5;0.0
1428182101.0;5.7;46;1014.6;989.2;0.0
1428185701.0;4.7;54;1015.0;989.5;0.0
1428189302.0;4.2;58;1015.3;989.7;0.0
1428192903.0;3.3;64;1015.7;990.0;0.0
1428196501.0;2.6;66;1015.8;990.1;0.0
1428200101.0;2.1;70;1016.1;990.3;0.0
1428203701.0;1.8;70;1016.5;990.7;0.0
1428207301.0;0.9;74;1017.2;991.3;0.0
1428210902.0;1.6;71;1018.1;992.2;0.0
1428214502.0;2.6;66;1018.5;992.7;0.0
1428218101.0;4.3;62;1019.2;993.5;0.0
1428221701.0;5.1;60;1019.4;993.8;0.0
1428225301.0;5.9;57;1019.5;994.0;0.0
1428228901.0;7.8;49;1019.3;993.9;0.0
1428232502.0;6.9;50;1019.3;993.9;0.0
1428236102.0;7.2;51;1019.4;994.0;0.3
1428239701.0;7.9;41;1019.2;993.9;0.0
1428243301.0;7.6;45;1019.3;993.9;0.0
1428246902.0;7.6;38;1019.5;994.1;0.0
1428250502.0;7.5;39;1019.9;994.5;0.0
1428254102.0;6.4;45;1020.4;994.9;0.0
1428257702.0;6.2;44;1021.3;995.7;0.0
1428261302.0;5.6;48;1021.6;996.0;0.0
1428264901.0;5.0;51;1022.0;996.3;0.0
1428268501.0;4.3;53;1022.2;996.5;0.0
1428272101.0;3.8;56;1022.4;996.6;0.0
1428275702.0;3.0;60;1022.4;996.5;0.0
1428279302.0;3.1;60;1022.1;996.2;0.0
1428282901.0;3.3;61;1021.9;996.1;0.0
1428286501.0;3.1;64;1021.7;995.9;0.0
1428290101.0;2.8;66;1021.7;995.8;0.0
1428293701.0;2.8;67;1021.8;995.9;0.0
1428297301.0;2.8;66;1022.1;996.2;0.0
1428300901.0;3.9;61;1022.5;996.7;0.0
1428304502.0;6.5;49;1021.7;996.2;0.0
1428308101.0;6.1;50;1022.1;996.5;0.0
1428311701.0;6.9;40;1022.0;996.5;0.0
1428315301.0;6.2;41;1022.3;996.7;0.0
1428318902.0;7.0;42;1022.2;996.7;0.0
1428322501.0;7.8;34;1021.9;996.5;0.0
1428326102.0;8.6;31;1021.4;996.1;0.0
1428329701.0;6.5;45;1022.0;996.5;0.0
1428333301.0;6.8;44;1022.3;996.8;0.0
1428336901.0;6.9;40;1022.8;997.3;0.0
1428340502.0;3.6;75;1024.8;998.9;0.0
1428344101.0;3.7;66;1025.4;999.5;0.0
1428347702.0;3.4;68;1026.2;1000.3;0.0
1428351301.0;3.6;66;1027.0;1001.1;0.0
1428354902.0;3.1;70;1027.8;1001.8;0.0
1428358502.0;2.8;69;1028.4;1002.4;0.0
1428362101.0;2.6;70;1029.1;1003.0;0.0
1428365702.0;2.6;71;1029.3;1003.2;0.0
1428369303.0;2.7;70;1029.8;1003.7;0.0
1428372902.0;2.2;71;1030.2;1004.1;0.0
1428376502.0;1.9;72;1030.8;1004.6;0.0
1428380102.0;1.6;72;1031.4;1005.2;0.0
1428383702.0;2.1;70;1032.3;1006.1;0.0
1428387302.0;3.3;64;1032.8;1006.7;0.0
1428390902.0;5.7;55;1032.8;1006.9;0.0
1428394502.0;6.0;50;1033.1;1007.2;0.0
1428398102.0;6.8;49;1033.2;1007.4;0.0
1428401702.0;7.5;48;1032.7;1007.0;0.0
1428405301.0;7.8;46;1032.3;1006.6;0.0
1428408901.0;9.5;39;1031.4;1005.9;0.0
1428412502.0;9.8;38;1030.9;1005.4;0.0
1428416101.0;10.2;40;1030.3;1004.9;0.0
1428419702.0;10.3;37;1029.9;1004.5;0.0
1428423302.0;10.3;38;1029.2;1003.8;0.0
1428426902.0;9.5;42;1029.0;1003.6;0.0
1428430501.0;9.0;42;1029.2;1003.7;0.0
1428434101.0;9.0;42;1029.3;1003.8;0.0
1428437701.0;8.2;46;1029.1;1003.5;0.0
1428441301.0;7.9;49;1029.2;1003.6;0.0
1428444901.0;7.3;51;1029.0;1003.4;0.0
1428448502.0;7.3;50;1028.8;1003.2;0.0
1428452101.0;7.7;49;1028.4;1002.8;0.0
1428455702.0;7.6;50;1028.2;1002.6;0.0
1428459301.0;6.7;62;1027.9;1002.2;0.2
1428462902.0;6.4;61;1027.3;1001.6;0.4
1428466501.0;7.7;55;1027.2;1001.6;0.0
1428470101.0;6.9;63;1027.5;1001.9;0.0
1428473701.0;6.1;70;1027.8;1002.1;0.0
1428477301.0;6.3;67;1027.8;1002.1;0.0
1428480902.0;6.7;68;1027.7;1002.1;0.1
1428484501.0;7.2;63;1028.2;1002.6;0.0
1428488103.0;7.6;60;1028.3;1002.7;0.0
1428491702.0;8.8;61;1028.7;1003.2;0.0
1428495302.0;9.6;63;1028.9;1003.5;0.0
1428498902.0;9.5;65;1029.2;1003.8;0.0
1428502502.0;10.3;62;1028.8;1003.5;0.0
1428506101.0;10.4;61;1028.7;1003.4;0.0
1428509701.0;10.3;61;1029.0;1003.7;0.0
1428513301.0;9.8;64;1029.5;1004.1;0.0
1428516902.0;9.4;66;1030.3;1004.8;0.0
1428520502.0;9.0;69;1030.9;1005.4;0.0
1428524101.0;8.8;68;1031.3;1005.8;0.0
1428527701.0;8.6;68;1031.2;1005.6;0.0
1428531302.0;8.4;69;1031.3;1005.7;0.0
1428534902.0;8.2;69;1031.5;1005.9;0.0
1428538501.0;8.0;70;1031.7;1006.1;0.0
1428542102.0;7.9;71;1031.8;1006.2;0.0
1428545702.0;7.7;72;1031.9;1006.2;0.0
1428549301.0;7.5;73;1032.2;1006.5;0.0
1428552902.0;6.8;76;1032.0;1006.3;0.0
1428556502.0;7.3;74;1032.2;1006.5;0.0
1428560101.0;7.7;72;1032.7;1007.0;0.0
1428563701.0;8.6;68;1032.3;1006.7;0.0
1428567302.0;10.6;59;1032.0;1006.6;0.0
1428570902.0;10.8;61;1031.9;1006.5;0.0
1428574502.0;10.8;58;1031.5;1006.1;0.0
1428578102.0;12.1;50;1030.9;1005.7;0.0
1428581702.0;13.2;46;1029.8;1004.7;0.0
1428585302.0;14.2;46;1029.4;1004.4;0.0
1428588901.0;14.8;46;1028.5;1003.6;0.0
1428592501.0;14.5;45;1028.0;1003.0;0.0
1428596102.0;13.7;45;1027.8;1002.8;0.0
1428599701.0;12.8;50;1027.6;1002.5;0.0
1428603301.0;11.2;53;1027.8;1002.6;0.0
1428606901.0;10.8;55;1028.1;1002.8;0.0
1428610501.0;10.3;58;1027.9;1002.6;0.0
1428614102.0;9.3;62;1027.7;1002.3;0.0
1428617703.0;8.2;65;1027.6;1002.1;0.0
1428621302.0;8.3;64;1027.1;1001.6;0.0
1428624902.0;6.7;72;1026.8;1001.2;0.0
1428628502.0;5.3;78;1026.4;1000.7;0.0
1428632102.0;4.4;82;1026.4;1000.6;0.0
1428635702.0;3.8;86;1026.4;1000.5;0.0
1428639302.0;3.1;88;1026.4;1000.5;0.0
1428642902.0;4.1;86;1026.7;1000.8;0.0
1428646502.0;6.3;77;1026.8;1001.1;0.0
1428650102.0;8.7;69;1026.6;1001.2;0.0
1428653702.0;10.5;61;1026.5;1001.2;0.0
1428657302.0;12.7;55;1026.2;1001.1;0.0
1428660901.0;14.5;53;1025.6;1000.7;0.0
1428664502.0;16.1;47;1024.9;1000.2;0.0
1428668101.0;17.8;46;1024.1;999.5;0.0
1428671701.0;19.3;42;1023.1;998.7;0.0
1428675301.0;19.9;41;1022.4;998.0;0.0
1428678901.0;19.4;39;1022.1;997.7;0.0
1428682502.0;17.9;41;1021.7;997.2;0.0
1428686102.0;17.0;42;1021.5;996.9;0.0
1428689702.0;15.8;44;1021.6;996.9;0.0
1428693302.0;14.7;47;1021.9;997.1;0.0
1428696901.0;14.0;49;1021.9;997.0;0.0
1428700501.0;12.7;54;1021.7;996.7;0.0
1428704102.0;11.1;61;1021.6;996.5;0.0
1428707702.0;9.8;67;1021.2;996.0;0.0
1428711302.0;8.3;74;1020.8;995.5;0.0
